Sindarin	English
I faer nîn linna nan glass	my soul sings with joy
Agóreg vae	you did well
Iellig	daughter
Aerlinn in Edhil o Imladris	A hymn to Varda of the Elves of Rivendell
A Elbereth Gilthoniel	O Elbereth Starkindler
silivren penna míriel	white-glittering, slanting down sparkling like a jewel
o menel aglar elenath!	the glory of the starry host!
Na-chaered palan díriel	Having gazed far away
o galadhremmin ennorath	from the tree-woven lands of Middle-earth
Fanuilos le linnathon	to thee, Everwhite, I will sing
nef aear, sí nef aearon	on this side of the Sea, here on this side of the Ocean
Naur an edraith ammen!	Fire be for saving of us!
Naur dan i ngaurhoth!	Fire against the wolf-horde!
Annon edhellen, edro hi ammen!	Elvish gate open now for us!
Fennas nogothrim, lasto beth lammen!	Doorway of the Dwarf-folk listen to the word of my tongue!
Ónen i-Estel Edain, ú-chebin estel anim	I gave Hope to the Dunedain, I have kept no hope for myself
Noro lim, noro lim, Asfaloth!	Run fast, run fast, Asfaloth!
Nern in Edenedair	Legendarium of the Fathers of Men
Nern in Adanath	Legendarium of the Fathers of Men
Narn Beren ion Barahir	Tale of Beren son of Barahir
Narn e-Dinúviel	Tale of the Nightingale
Narn e-mbar Hador	Tale of the House of Hador
Narn i-Chîn Húrin	Tale of the Children of Húrin
Narn e-'Rach Morgoth	Tale of the Curse of Morgoth
Narn en-Êl	Tale of the Star
Narn e-Dant Gondolin ar Orthad en-Êl	Tale of the Fall of Gondolin and the Rising of the Star
Ae Adar nín i vi Menel,	Our Father who art in Heaven,
no aer i eneth lín,	hallowed be thy name,
tolo i arnad lín,	thy kingdom come,
caro den i innas lín,	thy will be done,
bo Ceven sui vi Menel	on Earth as it is in Heaven
Anno ammen sír i mbas ilaurui vín,	Give us this day our daily bread,
ar díheno ammen i úgerth vín,	and forgive us our trespasses,
sui mín i gohenam di ai gerir úgerth ammen	as we forgive those who trespass against us
Ir Ithil ammen Eruchín	When the Moon, jewel of the firmament,
menel-vîr síla díriel	shines on the watch for us, Children of the One,
si loth a galadh lasto dîn!	then flower and tree, listen in silence!
A Hîr Annûn Gilthoniel,	O Lady of the West Starkindler,
le linnon im Tinúviel!	to thee I sing, I Nightingale!
A Elbereth Gilthoniel	o Elbereth who lit the stars
o menel palan-diriel,	from heaven gazing far
le nallon sí di-nguruthos!	here overwhelmed in dread of Death I cry
A tiro nin, Fanuilos!	o guard me, Elbereth!
Elessar Telcontar: Aragorn Arathornion Edhelharn,	Elessar Telcontar: Aragorn Arathorn’s son Elfstone,
King of Gondor and Arnor and Lord of the Westlands,	aran Gondor ar Arnor ar Hîr i Mbair Annui,
anglennatha i Varanduiniant erin dolothen Ethuil,	will approach the Bridge of Baranduin on the eighth day of Spring,
egor ben genediad Drannail erin Gwirith edwen	or in the Shire-reckoning the second day of April
Ar e aníra ennas suilannad mhellyn în phain:	And he desires to greet there all his friends:
edregol e aníra tírad i Cherdir Perhael	in especial he desires to see Master Samwise
i sennui Panthael estathar aen	who ought to be called Fullwise
Condir i Drann, ar Meril bess dîn, ar Elanor, Meril, Glorfinniel, ar Eirien sellath dîn;	Mayor of the Shire, and Rose his wife; and Elanor, Rose, Goldilocks, and Daisy his daughters;
ar Iorhael, Gelir, Cordof, ar Baravorn, ionnath dîn	and Frodo, Merry, Pippin and Hamfast his sons
A Pherhael ar am Meril suilad uin aran o Minas Tirith nelchaenen ned Echuir	To Samwise and Rose the King's greeting from Minas Tirith, the thirty-first day of the Stirring
Tôl acharn!	Vengeance comes!
Túrin Túramarth	Túrin Túramarth
i-Veleglind i eithro en estar i-Chîn Húrin	the Great Song that is also called the Children of Húrin
i glinn hen agorer Edain mi Velerian,	this song Men made in Beleriand, 
ach hí in Ellath îr ed epholar	but now the Elves alone remember it
Túrin ion Húrin Túramarth	Túrin son of Húrin, Túramarth
ar Nienor sel Morwen Níniel	and Nienor daughter of Morwen, Níniel
i chîn Húrin	the children of Húrin
os i Veleglinn i edain agorer vi Veleriann	from the Great Song that men made in Beleriand
ar in Ellath epholar eno vi Eressai	and the Elves remember still in Eressëa
ar-phent Rían Tuor-na: man agorech?	and said Rían to Tuor: what have we done?
sí il chem en i Naugrim en ir Ellath thor den ammen	now all hands of the Dwarves and Elves will be against us
agarfant beth	he spoke word
avo garo	do not do it
aran cîr lim	king of swift ships
gurth an Glamhoth	death to the din-horde
guren bêd enni	my heart tells me
i arben na megil	kinght of the long sword
i arben na megil	the knight of sword
Mîr n’Ardhon	Jewel of the World
ón annin	he gave it to me
penim vast	we have no bread
Seron Aearon	Sea lover
i mbair en Ndengin	the houses of the Slain
inn dha v’im	I have a good mind to do so
inn dha v’im	there is an inn in me
nidhin mened	I have a mind to go
nidhin mened	I intend to go
tolen cared	I am coming to do
Alae! Ered en Echoriath, ered e-mbar nín!	Behold! The mountains of Echoriath, the mountains of my home!
Nîn o Chithaeglir	Waters of the Misty Mountains
lasto beth dhaer	listen to the great word
Rimmo nîn Bruinen	flow waters of Loudwater
dan in Ulaer	against the Ringwraiths
Lasto beth nîn, tolo dan nan galad	hear my voice, come back to the light
Nosto i-Aear, lass laeg, Legolas!	Notice the Sea, green leaf, Legolas!
Nosto i-Aear, lass laeg, Legolas!	Legolas Greenleaf long under tree
Dorthannel anan nu 'aladh vi 'lass	In joy thou hast lived. Beware of the Sea!
Dorthannel anan nu 'aladh vi 'lass	You have dwelt for long under tree in joy
Ae lastol i-nall e-maew 'ri falas,	If thou hearest the cry of the gull on the shore,
Ae lastol i-nall e-maew 'ri falas,	If you hear the call of the gull on the shore,
Gúrel ló-chiratha hîdh vi thaur dass	Thy heart shall then rest in the forest no more
Gúrel ló-chiratha hîdh vi thaur dass	Then your heart will not find peace in the forest
Hiro hyn hîdh ab 'wanath	May they find peace after death
Ennyn Durin aran Moria: pedo mellon a minno!	Gate of Durin, King of Moria, say friend and enter!
Im Narvi hain echant	I, Narvi made them
Celebrimbor o Eregion teithant i thiw hin	Celebrimbor of Eregion drew these signs
a Elbereth Gilthoniel	o Elbereth who lit the stars
silivren penna míriel	from glittering crystal slanting falls with light like jewels
o menel aglar elenath	from heaven on high the glory of the starry host
na-chaered palan-díriel	to lands remote I have looked afar
o galadhremmin ennorath	from tree-tangled middle-lands
Fanuilos, le linnathon	and now to thee, Fanuilos, bright spirit clothed in ever-white, I will sing
nef aear, sí nef aearon	beyond the Sea, beyond the wide and sundering Sea
o menel palan-diriel	from heaven gazing far
le nallon sí di’nguruthos	here overwhelmed in dread of Death I cry
a tiro nin, Fanuilos	o guard me, Elbereth
a tiro’men Gilthoniel	oh watch us, Gilthoniel
Aragorn Arathornion Edhelharn	Aragorn son of Arathorn the Elfstone
aran Gondor ar Arnor ar Hîr i Mbair Annui	king of Gondor and Arnor and Lord of the Westlands
anglennatha i Varanduiniant erin dolothen Ethuil	will approach the Bridge of Baranduin on the eighth day of Spring
egor ben genediad Drannail erin Gwirith edwen	or in the Shire-reckoning the second day of April
ar e aníra ennas suilannad mhellyn în phain	and he desires to greet there all his friends
edregol e aníra tírad i Cherdir Perhael (i sennui Panthael estathar aen) Condir i Drann	in especial he desires to see Master Samwise (who should be called Fullwise) Mayor of the Shire
ar Meril bess dîn, ar Elanor, Meril, Glorfinniel, ar Eirien sellath dîn	and Rose his wife; and Elanor, Rose, Goldilocks and Daisy his daughters
ar Iorhael, Gelir, Cordof, ar Baravorn, ionnath dîn	and Frodo, Merry, Pippin and Hamfast his sons
a Pherhael ar am Meril suilad uin aran o Minas Tirith nelchaenen ned Echuir	to Samwise and Rose the King’s greeting from Minas Tirith, the thirty-first day of Stirring
ir Ithil ammen Eruchín	when the Moon, for us, the Children of God
menel-vîr síla díriel	heaven-jewel shines having watched for us
si loth a galadh lasto dîn	here flower and tree listen in silence
a Hîr Annûn Gilthoniel	oh Lady of the West Star kindler
le linnon im Tinúviel	to thee I sing, I, Tinúviel
Ennyn Durin Aran Moria	the Doors of Durin, Lord of Moria
pedo mellon a minno	speak, friend, and enter
pedo mellon a minno	say friend and enter
im Narvi hain echant	I, Narvi, made them
Celebrimbor o Eregion teithant i thiw hin	Celebrimbor of Hollin drew these signs
annon edhellen, edro hi ammen	Elvish gate open now for us
fennas nogothrim, lasto beth lammen	doorway of the Dwarf-folk listen to the word of my tongue
cuio i Pheriain anann	may the Halflings live long
aglar’ni Pheriannath	glory to the halflings
Daur a Berhael, Conin en Annûn	Frodo and Sam, princes of the west
eglerio	glorify
i-Veleglind i eithro en estar i-Chîn Húrin	the Great Song that is also called the Children of Húrin
i glinn hen agorer Edain mi Velerian, ach hí in Ellath îr ed epholar	this song Men made in Beleriand, but now the Elves alone remember it
ar-phent Rían Tuor-na: man agorech?	and said Rían to Tuor: what have we done?
sí il chem en i Naugrim en ir Ellath thor den ammen	now all hands of the Dwarves and Elves will be against to us
Túrin ion Húrin Túramarth	Túrin son of Húrin, Túramarth
ar Nienor sel Morwen Níniel	and Nienor daughter of Morwen, Níniel
i chîn Húrin	the children of Húrin
os i Veleglinn i edain agorer vi Veleriann	from the Great Song that men made in Beleriand
ar in Ellath epholar eno vi Eressai	and the Elves remember still in Eressëa
Aerlinn in Edhil o Imladris	Holy Song of the Elves of Rivendell
agarfant beth	he spoke words
aglar’ni Pheriannath	glory to the halflings
aglar anann	glory for long
ai na vedui Dúnadan	Ah at last Dúnadan
Ai, Padathir, Padathir	Hail, Trotter, Trotter
alae! ered en Echoriath, ered e-mbar nín	behold! the mountains of Echoriath, the mountains of my home!
anglennatha i Varanduiniant erin dolothen Ethuil	will approach the Bridge of Baranduin on the eighth day of Spring
anno ammen sír i mbas ilaurui vín	give us this day our daily bread
annon edhellen, edro hi ammen	Elvish gate open now for us
a Pherhael ar am Meril suilad uin aran o Minas Tirith nelchaenen ned Echuir	to Samwise and Rose the King’s greeting from Minas Tirith, the thirty-first day of Stirring
Aragorn Arathornion Edhelharn	Aragorn son of Arathorn the Elfstone
aran cîr lim	king of swift ships
aran na chîr lim	king of swift ships
ar díheno ammen i úgerth vin	and forgive us our trespasses
Athrabeth Finrod ah Andreth	The Debate of Finrod and Andreth
Dangweth Pengolodh	Answer of Pengoloð
glim maewion	the voices of gulls
roch heryn	lady horse
roch na-heryna	the horse of the lady
Im Aragorn	I am Aragorn
Im adan	a human
Ech elleth?	Are you an elven-maiden?
Ma Im elleth	Yes I am an elven-maiden
Im sell Elrond	I am Elrond’s daughter
E hˆır en Imladris?	He is the lord of Rivendell?
Ma E peredhel	Yes He is a half-elf
Ech Rohir?	Are you from the Rohirrim?
Uin Im D´unadan	No I am a D´unadan
Cuio vae, Aragorn!	Farewell, Aragorn!
Cuio vae, Arwen!	Farewell, Arwen
aran Gondor	king of Gondor
ion aran	son of a king
ion erain	son of kings
ion i aran	son of the king
ion in erain	son of the kings
cabed i aras	leap of the deer
cabed en aras	leap of the deer
ion en aran	son of the king
ion enan erain	son of kings
methed en nirnaeth	end of bitter tears
aran en noeg	king of the dwarves
aran enan Ennorath	king of Middle-Earth
aras nan aran	deer of the king
ion nia erain	sons of the kings
Man anglenna?	 Who is comming?
Im Aragorn	 I am Aragorn
Mae govannen, Aragorn, ci mellon	Well met, Aragorn, you are a friend
Man sad Arwen?	Where is Arwen?
Ennas mi amrˆun	There to the East
Dortha min adab	She lives in the house
Aragorn revia nan adab	Aragorn wanders to the house
Arwen nan annon	Arwen is at the gate
Mae govannen, Aragorn, minno	Well met, Aragorn, enter
Arwen ah Aragorn anglennar i edrain en-falch Imladris	Arwen and Aragorn approach the border of the ravine of Rivendell
Anor revia nan aeglir	The sun wanders to the mountain peaks
Thinna	It grows towards evening
Lastog in edhil linno?	Do you hear the elves sing?
Arwen linna	Arwen sings
Im linna	It is me who sings
Edhil linnar	Elves sing
M´ı linnar	We sing
Minno Aragorn!	Aragorn shall enter!
laston linnad	I hear singing
laston Arwen linnad	I hear Arwen sing
anglennad a dorthad	appraoching and dwelling
Elrond ah Aragorn	Elrond and Aragorn
Darthad Ithil	Awaiting the moon
Arwen ah Elrond dharthar orthad en Ithil	Arwen and Elrond are waiting for the rising of the moon
Dˆın mi Imladris	Silence is in Rivendell
Man Aragorn?	Who is Aragorn?
Ho D´unadan	He is a D´unadan
In edhil - hai edhil	The Elves — are Elves
In edain - hai edain	The Men — are Men
I ’ardh prestannen	The world is changed
Mathon chwest mi amrˆun	I feel a breeze in the East
Lasto i beth nˆın, Arwen	Hear my word, Arwen
I venn fair	The man is mortal
Sui galadh a thawar	Like tree and forest
Aragorn bada na Imladris	Aragorn is going to Rivendell
Aragorn aran Gondor pada na Imladris	Aragorn, king of Gondor is going to Rivendell
Laston venn	I hear a man
Annon chammad vellon	I give a friend clothing
i bˆan	the plank
i dawar	the forest
i galad	the light
i venn	the man
i dhaw	the darkness
i ’aladh	the tree
i ’lam	the din
i chammad	the clothing
i halph	the soup
i vellon	the friend
i fen	the threshold
i thond	the root
i nath	the web
i rem	the net
i lam	the tongue
galadh a thawar	tree and forest
thond a phˆan	root and plank
dˆın a chalad	silence and light
rhaw a lham	flesh and tongue
nath a rhem	web and net
Lui ym	Bad times
Lui ym mi Chithaeglir	Times are bad in the misty mountains
Yrch reviar min eryd	Orcs wander in the mountains
Dravar ’elaidh a narthar noer	They hew trees and flame fires
Droeg athradar i thewair	Wolves cross the forests
In edain ’rogar a phadar na i thelaith	The humans fear and go to the plains
I miss ah i chˆın egledhiar	The women and children go to exile
I minn mabar dhring a ’rynd a maethar	The men seize hammers and clubs and fight 
Binn rim gwannar ah in yrch farar in edain	Many men die and the orcs hunt the humans
i phain	the planks
i thewair	the forests
i chelaid	the lights
i minn	the men
i noe	the darknesses
in droeg	the wolves
i ngelaidh	the trees
in grynd	the clubs
i chemmaid	the clothings
i ’wist	the breezes
i fin	the thresholds
i laim	the tongues
i mellyn	the friends
i naith	the webs
idh rim	the nets
i sailph	the soups
i thynd	the roots
Siniath	Tidings
Aragorn a Glorfindel reviar na ’laind Imladris	Aragorn and Glorfindel wander at the borders of Rivendell
Aragorn gˆen adan neri nan aeglir	Aragorn sees a man run at the mountains
Glorfindel, tiro venn!	Glorfindel, look, a man!
Daro ah anglenno!	Stop and come closer!
I venn bada nan edhel a nan adan	The man goes to the elf and the human
Mae govannen! Im Eobhan	Well met! I’m Eobhan
Tegin hiniath an Elrond	I bring news for Elrond
Man rˆad na Imladris?	Which way to Rivendell?
Mae Govannen! Imladris nan harad	Well met! Rivendell is to the South
Noro!	Run!
Glorfindel cˆen na chaered a gˆır	Glorfindel looks towards the distance and shudders
Man?	What?
Mathon vorn... Ephedinc i venn.	I feel a darkness... We follow the man.
cenin toled i aduial	I see the evening come
cenin doled en aduial	I see the coming of the evening
Le suilon!	I greet thee!
Man i eneth lˆın?	What is thy name?
Athrabeth	A debate
Eobhan dartha min tham a Glorfindel pada na Elrond	Eobhan is waiting in the great hall and Glorfindel is going to Elrond
Benn an´ıra annad hiniath	A man desires to bring news
An´ıron i venn minnad	I want the man to enter
Mae govannen, Elrond	Well met, Elrond
Edain o Chithaeglir an´ırar i dulu in edhil	The men of the Misty Mountains desire the help of the elves
Amarth ’ortheb presta ven	A horrible fate troubles us
Yrch elaig degir viss a chˆın	Wild orcs slay women and children
Curu aglareb e-dagor in edhil istassen	The famous skill of the elves in battle is known
Pelilir haltho ven	You can protect us
In edhil ´u-annar dulu	The elves do not give help
Penim dˆur	We lack strength
I naid edhellin uir i naid in edain	The Elvish affairs are not the affairs of the men
Amman, adar?	Why, father?
Ha gwend iaur	It is old friendship
Edain ´u-chalthar in edhil	The men don’t defend the elves either
ˆu maer	It is not good
In edhil in an´ırar padad pelir padad	The elves who desire to go can go
Gerigir i dhˆaf nˆın	You have my permission
Im dartha	I stay
analag in edain	exceedingly wild among men
analag in edain	wildest of men
einior in edhil	eldest among the elves
ammaer in naid	best of the things
anuanui in yrch	most monstrous of the orcs
avon linnad	I won’t sing
avam minnad	we won’t come in
uig dir	you do not watch
ˆu linna	he does not sing
uim gen	we do not see
i elleth i linna	the elf-maiden who sings
in edhil i maethar	the elves who fight
i ylf i tawaren	the drinking-vessel that is wooden
Baw	No
Han hebin anim	I keep it for myself
Io anann	Long past
Renig i lˆu ah i maeth ioer?	Do you remember the old time and the past fights?
Mae, govaethannenc in edain	Yes, we fought together with the humans
Gwann	It is past
Reviassenc na Vordor ah in edain vaethanner veren dan in yrch	We marched to Mordor and the humans fought boldly against the orcs
Pilin ’wathranner i ’wilith ah iˆar hirias	Arrows shadowed the sky and blood flowed
Govedig Eobhan nan mbar dˆın?	Do you go with Eobhan to his home?
I ’ˆur nˆın pˆed enni, dan ´u-vedin	My heart tells me, but I don’t go
Elrond idhren	Elrond is wise
Berion in edain in ´u-vill	I protect the men who are not strong
govaetha Aragorn	he fights together with Aragorn
gwaguion vess	I live together with a woman
abvedin Legolas	I go behind Legolas
amvˆed orod	he goes up a mountain, he climbs a mountain
athnallon i hirion	I call across the river
dadvˆed orod	he goes down from a mountain
dadvˆed orod	he descends from a mountain
mabam in ylf vˆın	we seize our drinking-vessles
maetha i vaeth ˆın	he fights his fight
cenin vess dˆın	I see his wife
Man loth nostog ammell - i veril egor i eirien?	Which flower do you smell preferably - the rose or the daisy?
Man nosta ammain i-lyth?	Which among the flowers smells most beautiful?
I veril ammain	The rose smells really beautiful
Noston veril ammell i-lyth	I like the smell of roses best among the flowers
Man thia ammain - i chammad valen egor i chammad galen?	Which appears more beautiful - the yellow or the green clothing?
I chammad valen bain athan i galen	The yellow clothing is fairer than the green one
Mi ham i-meigol	In the armory
Aragorn a Ninias nauthar an i lend na Chithaeglir	Aragorn and Ninias plan for the journey to the Misty Mountains
Bedir na i ham i-meigol	They go to the armory
Si cˆu ar pilin?	Is here a bow and arrows?
Hirig gui im veigol ar im cheithol	You find bows between swords and axes
A, ennas!	Ah, there
Annog nin i gˆu beleg min ich?	Can you give me the great bow between the spears?
I gˆu di i thˆol vallen?	The bow beneath the golden helmet?
Ma Gen hannon.	Yes I thank you.
Hirin bilin adel i thaind?	Do I find arrows behind the shields?
´u-chirig Bado trˆı i annon hen	No Go through this door
Mae. Man lˆu revianc?	Well. What time do we go?
Ne cheriad e-laer	In the beginning of summer
cuion mi Chithaeglir	I live in the Misty Mountains
revion mi ’elaidh	I wander between trees
tirin na dawar	I look towards a forest
bˆad n ’ondor	he goes to Gondor
im n’ orod	I’m at a mountain
dagor im vellyn	battle between friends
pˆed ab Elrond	he speaks after Elrond
bedin adel in yrch	I go behind the orcs
cemmin am i ’olf	I jump over a bough
be beth en aran	accoring to a word of the king
athrabeth di ’wilith	a debate beneath the sky
nu amon	under a hill
nef aer	on this side of the sea
pen bith	without words
minnon trˆı annon	I enter through a gate
siniath o Rhohan	tidings concerning Rohan
trenarn o hedhil	a tale about elves
peth o thawar	a word about a forest
Telig vi aduial nan adab nˆın?	Do you come to my house in the evening?
Govant Aragorn Legolas?	Did Aragorn meet Legolas?
Hon cenin	I see him
Gen hˆır	he finds you
Anno nin i vagol!	Give me the sword!
Lasto hon!	Listen to him!
An´ıral toled na i gar nˆın?	Do you want to come to my house?
An´ıral toled an govaded nin?	Do you want to come to meet me?
An´ıral minnad?	Do you want to enter?
An´ıral maded?	Do you want to eat?
An´ıral sogad?	Do you want to drink?
Sen i thambas	This is the hall
Trˆı i annon hiril i ham-e-guiad	Through the door you find the living-room
Am i bendrath i ham-e-maded	Up the stairs is the eating room
Fair	Right is
Hair	Left is
Trˆı chenneth cenil i daur	Through the window you can see the forest
Tiro i ham-e-meigol	Look, the armoury
I narn e-harch	The tale of the grave
Man lˆu bedig?	What time do you go?
Erin arad aphadol	On the following day
Evennin na Chithaeglir	I went to the Misty Mountains
Io anann	Long ago
M´ı edhil vaethanner dan yrch	We elves fought against orcs.
A dan affaeg	And against worse
Egennin firn-i-chuinar nan had hen	I saw dead who lived at this place
Sen tˆır?	Is this true?
Aphadel r´yn udulem na i harch en aran fern-i-guina	Following tracks we came to the grave of the undead king
Ha eithel nia naid faeg	It was the source of the bad things
Nauthon i aran hen tˆol	I thing this king comes again
No dirweg!	Be watchful!
Mae Cuio vae!	Yes Fare well!
i aran hen	this king
i thˆıw hin	these signs
Man tolthant i ’waew?	What did the wind bring?
Man tolthant i ’waew?	How is the weather?
Man tolthatha i ’waew?	What will the wind bring?
Man tolthatha i ’waew?	How will the weather become?
Mi Chithaeglir	In the Misty Mountains
Aragorn, Ninias, Eobhan ah in edhil o Imladris padar mi Chithaeglir nan mbˆar Eobhan.	Aragorn, Ninias, Eobhan and the elves from Rivendell march in the Misty Mountains towards the home of Eobhan.
Man lˆu telithanc nan daen?	What time will we come to the summits?
Bedithanc i lond hen dad eraid	We will go this path for two days
Si i rˆad talu, ir ethredithanc i daur i raid faeg	Here, the way is level, but when we have crossed the forest the ways are poor
A cenithanc loss	And we will see snow
Mathon chwest	I feel a breeze
Hithu delitha ned aduial	Mist will come in the evening
Mae, telitha Ring	Yes It will be cold
Tolthathanc aen ’lad an naur hi ae an´ıram laug	We should maybe fetch wood for a fire now if we want to be warm
Ma Naw vaer	Yes a good idea
Nin ebennir beriathon Edoras	They told me I shall defend Edoras
Neled binn delithar	Three men will come
Man sad?	What place is?
Man sad?	Where is?
Man rˆad na?	Which way to?
Man rˆad na?	Where to?
Nin pelig peded i rˆad na?	Can you tell me the way to?
Ab vennig daer neled raith, pado fair na gar veleg	After you have gone straight for three streets, go right towards a large house
Pado nan amrˆun nan thin	Go east until the evening
Hirig hirion	You find a great river
Aphado i hirion er arad a pado na charad	Follow the stream one day and go south
Hirithog amon i estar ’Amon Hen’	You will find a hill called ’Amon Hen’
Govaded	A meeting
Aragorn ah in edhil ’evedir Rycol vaethor	Aragorn and the elves meet Rycol, a fighter
Ho trenar	He tells
Udulen am i thaen	I came over the summits
Nin govennir neled maethoer	Three fighters went with me
Athrannem i daur ennas a hiriannem r´yn i-nglamhoth	We crossed the forest there and found tracks of an orc-horde
Aphannem idh r´yn hin neled eraid	We followed the tracks three days
Hiriannem i ’lamhoth a lhathrannem	We found the orc-horde and eaves dropped
Nae! Ven lastanner a dagor vragol herias	Alas! They heard us and a sudden battle began
Grogassen	I felt great fear
Degannen orch, dan maethoer nˆın firiasser	I killed an orc, but my fighters died
Drengen, labassen am girith a bronnen	I flew, jumped over a cleft and survived
Ha gortheb	It was horrible
adhanc	he slew
degant	he slew
ewend	he bound
gwedhant	he bound
erend	he sowed
redhant	he sowed
udunc	he brought
tegant	he brought
Noro nan goth!	Run towards the enemy!
Pain! Si berio!	All! Defend here!
Drego!	Flee!
Idh rechyn delithar lagor o chair a heriathar i nagor	The riders shall come swiftly from the left and shall begin the battle
I meigor veriathar i had hen	The swordfighters shall defend this place
Mabo i cheithol dan in yrch!	Take the axes against the orcs!
Hado ich ben daith nˆın!	Throw spears according to my sign!
Govaethanc!	We shall fight together!
Tulu!	Help!
Amaethathanc!	Let us attack again!
Im harnannen!	I’m wounded!
Gurth ’ni yrch!	Death to the orcs!
An Imladris!	For Rivendell!
Dagor	A battle
Ben bith Rycol Aragorn ar in edhil an´ırar hired idh r´yn in yrch	According to the words of Rycol, Aragorn and the elves want to find the tracks of the orcs
Nan meth telir nan imlad dholen ias in yrch darthar	At the end they come to a hidden valley where the orcs rest
Aragorn ar Ninias vedir tired a hirir ’lamhoth	Aragorn and Ninias go watching and find an orc-host
Bragol lastar deng a philin reviar dan in yrch	Suddenly they hear bowstrings and arrows fly against the orcs
Aragorn nalla ’Gurth an yrch!’ a nˆor dan i goth	Aragorn cries ’Death to the orcs!’ and runs against the enemy
In yrch sevir leng ar higil;	The orcs have cutlassess and daggers;
magol Aragorn and athan i sigil hin a dˆag orch	Aragorn’s sword is longer than these daggers and he slays an orc
Pilin edhrim reviar dan in yrch, a rim ´u-belir drego	More arrows fly against the orcs and many cannot flee
Ab nagor leithiar venn naud	After the battle they free a prisoner
maethon an Ngondor	I fight for Gondor
maethon dam Mordor	I fight against Mordor
maethon na magol	I fight with a sword
Amon na Thaur	Hill of Wood
aran na chˆır lim	king of swift ships
athan ngaer	on the other side of an ocean
a Pheriannath	for halflings
da thaur	against a forest
a thˆol	for a helmet
am marad	for a tower
am mellon	for a friend
af fair	for a mortal
al loth	for a flower
al ’lug	for a serpent
adh roch	for a horse
Annon vagol am menn	I give a sword to the man
Nostor nˆın erin	My birthday is on the
Tˆad hˆın mi adab nˆın	I have two children
Im maethor	I’m a fighter
Echedin gair	I build houses
Echedin gair	I’m a builder
Bangon chemmaid	I trade in clothes
Redhin iau	I sow corn
Redhin iau	I’m a farmer
Neston	I heal
Neston	I’m a healer
Im benn idhren	I’m a wise man
Im benn idhren	I’m a scholar
Im talagan	I play the harp
Im talagan	I’m a harper
Man ceril?	What do you do?
Man lˆu i nostor lˆın?	What time is your birthday?
Le gwennen?	Are you married?
Man sˆad udulel?	What place did you come from?
Man sˆad udulel?	Where are you from?
I phith en aran fern	The words of the dead king
Be Eolair	According to Eolair
i venn ’n in edhil leithianner	the man whom the elves have freed
ha narn iaur o haran fern	there is an old tale of the dead king
Io anann ho ebent i phith nu firias	Long ago he said before he died the words
’Es sarch telithon nan edain	’Out of a grave I will come to the men
ar grogathar	and they will feel terror
Or hain lodatha faer nˆın ar cenithon bain	Above them my spirit will float and I will see all
Yrch o Chithaeglir tolthathar dulu daged i chyth	Orcs of the misty mountains will bring help to slay the enemies
Ar i ardh nˆın athelitha.’	And my kingdom will come again.’
Eolair trenar in yrch ebennir o haran fern a grogasser	Eolair tells that the orcs spoke about the dead king and had fear
In edhil thelir hi hired had af fuin a ned arad aphadol hired i harch nan aran fern	The elves decide to find a place for the night now and to find the grave of the dead king on the next day
Celebrimbor o Eregion	Celebrimbor of Eregion
nen o Chithaeglir	water coming from the Misty Mountains
sarn od Orthanc	a stone of the Orthanc
minnon ned adab	I enter into a house
telin ned laer	I come in summer
Man lˆu achenithanc?	When will we see each other again?
Man lˆu telithal na nin?	When will you come to me?
Man lˆu gevedithanc?	When will we meet?
Erin dolothen N´ınui	On the 8th of February
Uin dolothen Urui	On the 9th day of August
Ned amrˆun	At sunrise
Neth thˆın	At evendim
Ned aduial	At the twilight of evening
Neth thin	In the evening
Edhil hernennin	Some elves are wounded
a th´ıriel i ardh darthar mi lad dithen deliannen	and having watched the surroundings they rest in a small hidden valley
Lechiel naur Aragorn a Ninias badar ambenn	Having lighted a fire Aragorn and Ninias go upward
Tiriel i minn lostol, Aragorn cheria peded.	Watching the sleeping men, Aragorn suddenly begins to speak
Nauthol o haran fern goston	I fear, thinking of the dead king
Mae. I harch hollen ammaer	Well. The grave being closed would be better
Dan noer lechennin a beriathar vin dam morn	But we have lit fires and they will protect us against darkness
Grogon yrch i chenir i noer	I fear orcs who see the fires
Si hain orthurenc	Here, we have beaten them
Orthurenc. No m´ı tiriel	Yes, we did. But we should be watchful
Linnol gen cenin	singing I see you
Nerthiel i naur lostassen	Having lighted the fire I slept
Nerthiel i naur lostassen	After I had lighted the fire I slept
Sui cˆol lilthar i laiss vin ’waew	Like gold dance the leaves in the wind
I hˆul bresta i ngylf be aear	The wind affects the branches like an ocean
Sui silith rimma i nen	Like silver is the water foaming
Lim i raun e-thˆor min gwilith balan	Swift is the flight of the eagle in the wide sky
Tiro i rem gelair en ungol vin galad	Watch, the glittering web of the spider in the light
Ol dhem	A gloomy dream
Aragorn ´u-bˆol losto vae	Aragorn cannot sleep well
dan nan meth oltha ˆol dhem a deleb	but in the end he dreams a gloomy and horrible dream
Cˆen rochon vorn i rocha trˆı ’wath	He is seeing a black rider who is riding through shadow
Dˆur i chammad dˆın ah i chent dˆın gerthib	Dark is his cloak and his gaze is horrible
Ias northa	Where he rides
edain verin girir a yrch vill grogar	brave men shudder and strong orcs feel terror
Gˆar vagol i morn a delu	He has a sword that is black and deadly
Lim nˆor i roch dˆın nuin gwaith	Swiftly his horse is running beneath shadows
